"DymZ5vpm7vkSsR4sflw","Japanese","0.1022142","Food","0.092153184","Restaurants","0.031773627"
"cHdJXLlKNWixBXpDwEGbA","Food","0.12543201","Chinese","0.120709755","Asian Fusion","0.09275833"
"QsJ6orXvVB7xzMpqHzSQ","Food","0.110282674","Breakfast & Brunch","0.057001054","Coffee & Tea","0.040271558"
"VLDFjeqpUgWhnVuB8GuEg","Food","0.12179755","Salad","0.068301246","Pizza","0.053611018"
"SurnOSM2bVVN4Js3G23RQ","Food","0.10223477","Salad","0.056169868","Restaurants","0.031397596"
"utIA0LyQmwP9DRyxUe6qQ","Breakfast & Brunch","0.10188341","Food","0.09360033","Coffee & Tea","0.05175998"
"6nKR80xEGHYf2UxAeCug","Food","0.08826921","Gas Stations","0.07714006","Breakfast & Brunch","0.042148486"
"3l54GTr8E3XPbIxnFsAA","Burgers","0.113402314","Food","0.07662865","Salad","0.02683847"
"D3dAxQWuuClz4MambeHA","Food","0.08399445","Pizza","0.08315863","Breakfast & Brunch","0.07327959"
"OgJ0KxwJcJ9R5bUK0ixCbg","Coffee & Tea","0.11756044","Food","0.06755022","Breakfast & Brunch","0.04089565"
"NJ0RzuWd5xDqfJejYQZ65g","Burgers","0.106939904","Food","0.07706236","Salad","0.049302556"
"LHyj66waFlDcw9UToo27JQ","Seafood","0.116296686","Food","0.103535265","American (New)","0.02688667"
"fbQaKW0Lte0JQopbnjdKg","Food","0.09783446","Mexican","0.04756764","Salad","0.02715862"
"sJNcipFYElitBrtiJx0ezQ","Food","0.11209859","Burgers","0.07781021","American (New)","0.037246775"
"KFAJsmQ6GnHxyfmv16s9VA","Food","0.09438944","Salad","0.04584247","American (New)","0.021317212"
"VMr8sgoQOW0fo0qVJENajA","Food","0.11723739","Asian Fusion","0.048382673","Salad","0.035591174"
"KuQkfSUTwu5LIwPB4bvg","Food","0.09944647","Mexican","0.051959496","American (New)","0.03168091"
"N8uKQ5Vdb1LAhqXT25Rg","Pizza","0.1918954","Food","0.061649892","Salad","0.054618526"
"0FUtlsQrJI7LhqDPxLumEw","Food","0.11121178","Burgers","0.059763283","Pizza","0.051892586"
"Ja4stXdNYr39u5CZHMNtjw","Food","0.09041793","Mexican","0.060848728","Salad","0.02402592"
"JIETwXSEGIHMNyxZVEnNKQ","Food","0.09050368","Salad","0.06591943","Breakfast & Brunch","0.044074982"
"rhH9sL3XGFpoJXcxUpEWA","Burgers","0.1190302","Food","0.077882096","Salad","0.041421007"
"L2p0vO3fsS2LC6hhQo3CzA","Food","0.10901822","Breakfast & Brunch","0.10546804","Coffee & Tea","0.05222914"
"AhPmh0NaRDbEYyhd9egzLA","Food","0.09618914","Mexican","0.05654202","Restaurants","0.030631682"
"cTJjTKz2huGZElScC2pSw","Food","0.084434815","Salad","0.05480399","Breakfast & Brunch","0.05176492"
"pSQFynH1VxkfSmehRXlZWw","Pizza","0.16939655","Food","0.055176493","Salad","0.03871993"
"uSJ5QUwrNquL9VnXwl8cg","Food","0.076176554","Salad","0.044646375","Breakfast & Brunch","0.030578766"
"mPfdYJj4d5KBPINDkaZYQ","Coffee & Tea","0.05323421","Sandwiches","0.024836339","Pizza","0.02287536"
"CX86HjLmfK8ix0xe5LwiA","Food","0.11585012","Pizza","0.052295208","Burgers","0.051670447"
"3C5Z9homtzkWHouH2BHXYQ","Food","0.098328725","Mexican","0.04663967","Coffee & Tea","0.031065771"
"ALn0fUsn3n0a9WBcjhhg","Pizza","0.092669226","Food","0.08455817","Salad","0.036580537"
"z6reuC5BYfRth9gMBfgQ","Food","0.08703306","Breakfast & Brunch","0.05752311","Salad","0.048270334"
"E4JyAzB52quptwtemyhYA","Food","0.109037116","Breakfast & Brunch","0.10688263","Coffee & Tea","0.049982797"
"ZJkVkaUcN4ITVeuG4Qtw","Food","0.08847082","Breakfast & Brunch","0.07732138","Burgers","0.03431108"
"SoLPRdhlyL5HAknBKTUcQ","Food","0.07196156","Japanese","0.053703003","Salad","0.030745544"
"ukCTLs6T8LY1eUBXiAlmCg","Food","0.0890062","Steakhouses","0.0651195","Seafood","0.047941912"
"Ht7HiGBox8lS1Y8IPjO8g","Food","0.08867196","Breakfast & Brunch","0.06462593","Salad","0.051613905"
"k1QpHAkzKTrFYfk6uVgQ","Pizza","0.15415983","Food","0.07611927","Salad","0.05721941"
"mnwRtuVQEsIUomBchu0gwg","Food","0.090760425","Breakfast & Brunch","0.07513326","Burgers","0.03216851"
"1d6c6Q2j2jwVzBfXdLHlg","Salad","0.09754111","Food","0.08285548","Restaurants","0.029646482"
"dNr7VKRti8dXWEjzfVBtQ","Food","0.10106634","Pizza","0.046287593","Breakfast & Brunch","0.045692448"
"PVTfzxu7of57zo1jZwEzkg","Food","0.08520639","Salad","0.04989357","Breakfast & Brunch","0.049606025"
"RtnTbhWYw4QjKhoTBV37OA","Food","0.09970571","Salad","0.041010693","Pizza","0.038704485"
"u73j2VQ3TGWdMOAG7MABw","Food","0.11664041","Coffee & Tea","0.036566798","Breakfast & Brunch","0.034281783"
"7cK9uEV09iPmsTqOqmY3kQ","Pizza","0.14613603","Food","0.07096435","Grocery","0.055263784"
"moZpwq1hNxCuJRpfupOTA","Food","0.1201132","Mexican","0.08023936","American (New)","0.054685608"
"64dfRmMmUsOdLnkBOtzp4w","Food","0.08186366","Mexican","0.05269655","Breakfast & Brunch","0.0475723"
"GIhzzb9tjqLCYdNPk3dQ","Venues & Event Spaces","0.03195354","Food","0.031397596","American (New)","0.030529626"
"ElWzx5fU8S2G45OnMHpA","Food","0.09637418","Breakfast & Brunch","0.07277043","Salad","0.045278817"
"RwlumSqNBunw1a1LXccN8A","Breakfast & Brunch","0.10721291","Food","0.09076043","Coffee & Tea","0.04672178"
"ZCzey5aPhd7jYIoHsUfjmQ","Food","0.09532088","Asian Fusion","0.0786116","Seafood","0.045878917"
"Lz6QUlFkVKtnzSISk0WUPw","Seafood","0.11556414","Food","0.09832626","American (New)","0.027940476"
"8Zqh2jwtncA3N4fWEMTvZQ","Breakfast & Brunch","0.10745696","Food","0.10612497","Coffee & Tea","0.065099135"
"5eKpgro9LxPYDoRVJnEA","Breakfast & Brunch","0.11044061","Food","0.106416926","Coffee & Tea","0.08949199"
"TkEMlu88OZn9TKZyeY9CJg","Food","0.08483863","Steakhouses","0.06587236","Seafood","0.05274757"
"LYgAfvpMQU6JqBcTXgSw","Food","0.0973576","Salad","0.029425623","Barbeque","0.028331758"
"uKKNw68mZZaa1jcyszEbyA","Food","0.098624095","Coffee & Tea","0.08598666","Breakfast & Brunch","0.08151438"
"90bL34o2KEes9pUnCOm7pQ","Salad","0.098493256","Food","0.088598125","Breakfast & Brunch","0.038171966"
"XMMLRvV4IMxIGyc4H37LxA","Food","0.11162838","Salad","0.065108694","Pizza","0.054840222"
"N5B7OBTyNGgwUY2fwNcyw","Food","0.09556975","Breakfast & Brunch","0.06422989","Coffee & Tea","0.055343278"
"plWuv4gda7m0KlqCNhrb4w","Food","0.101476826","Pizza","0.050945424","Burgers","0.042022318"
"fT6Uwl6abRQfiNgxreqbg","Japanese","0.12776777","Food","0.10235088","Asian Fusion","0.07480924"
"wHVWfCa6koeiJXAu78e1g","Food","0.07798163","Salad","0.051436424","Barbeque","0.031431265"
"9vGmNrEcLWFOnUzeUdfag","Food","0.08993544","Salad","0.037245695","Barbeque","0.03150791"
"C2BR0TjNacoNzItPLUHTAA","Food","0.08355174","Seafood","0.05564915","Salad","0.035815727"
"r5PLDU4mSbde5XekTXSCA","Food","0.10504253","Pizza","0.07841504","Sandwiches","0.075389236"
"cTZmf7B4yciMc1WKiCVOA","Food","0.115772694","Burgers","0.05053285","Breakfast & Brunch","0.036425952"
"EDcZRvERC22Cvw1yi4VKg","Food","0.10338532","American (New)","0.041481975","Salad","0.039640747"
"ArmAaGCdCVAlkhdtaT6RzQ","Burgers","0.113334194","Food","0.09000145","American (New)","0.026419163"
"FLnsWAa4AGEW4NgE8Fqew","Breakfast & Brunch","0.11859289","Food","0.096743196","Coffee & Tea","0.0605072"
"Yl05MqCs9xRzrJFkGWLpgA","Breakfast & Brunch","0.10912582","Food","0.09649232","Coffee & Tea","0.035200745"
"5FIOXmUE3qMviX9GafGHQ","Food","0.094942495","Salad","0.03995551","American (New)","0.034725428"
"FI8LPGkc8Dhwx0l0zyyg","Food","0.11119325","Mexican","0.075620174","Restaurants","0.04016668"
"9a3DrZvpYxVs3kqwlCNSw","Pizza","0.15012695","Food","0.08033487","Salad","0.052017644"
"JzOp695tclcNCNMuBl7oxA","Food","0.11069293","Burgers","0.042195525","Pizza","0.036995117"
"vK1qKEG7zHvjiTOsN0CRg","Breakfast & Brunch","0.114189595","Food","0.104058355","Coffee & Tea","0.05290994"
"fKlr9qNoV37WQJwQ826POg","Salad","0.09129059","Food","0.0823949","Steakhouses","0.054503195"
"j2bxctbED3zbfSaqhQmQ","Food","0.09796321","Salad","0.042769086","Burgers","0.030413521"
"DPJPHJnXsuhYhsgBA0Xw","Food","0.080455475","Steakhouses","0.070220165","Salad","0.0507746"
"1qwkbN3wu3AGDxMTXVz2gA","Food","0.09019918","Event Planning & Services","0.03226402","Home Services","0.021564886"
"0gXYLVPNWz0WT8wXQVpS0g","Food","0.0872542","Breakfast & Brunch","0.0654463","Salad","0.05692969"
"VyVIneSU7XAWgMBllI6LnQ","Food","0.081768855","Barbeque","0.033568606","Salad","0.027814897"
"wUKzaS1MHg94RGM6z8u9mw","Food","0.08990984","Mediterranean","0.060921364","Breakfast & Brunch","0.060610227"
"gQMAcDm8kv8ev7x2BshMwg","Food","0.09979684","Coffee & Tea","0.042738784","Restaurants","0.033420697"
"2GmGT7QjowR1ihup3FbVA","Food","0.115100764","Mediterranean","0.07584482","Grocery","0.06945007"
"wl0QZqAzr1DelslQ02JGCQ","Food","0.0850968","Mexican","0.027336113","Salad","0.02624854"
"MM8n7SPaIuMlDGbUM5SZhA","Food","0.098507285","American (New)","0.029380236","Home Services","0.026493505"
"ZBfr1BHvArFp1d6XH8jOQ","Burgers","0.09997307","Food","0.07936194","American (New)","0.035686694"
"vsFFbN71ehRCp46KeR5RdQ","Breakfast & Brunch","0.10299738","Food","0.09655761","Coffee & Tea","0.058114573"
"LelAlfuj5oVRF9CQdWLsNQ","Food","0.08964795","Breakfast & Brunch","0.07976994","Coffee & Tea","0.05665678"
"J07TDs6qnTIaxm48EL1cKQ","Food","0.08672897","Breakfast & Brunch","0.03701741","Salad","0.033711284"
"YPavuOh2XsnRbLfl0DH2lQ","Food","0.10642262","Coffee & Tea","0.03983273","Breakfast & Brunch","0.03040366"
"UE3AvVnaPEBPneVahYT2eA","Food","0.09253903","Salad","0.07120523","Restaurants","0.031397596"
"YSYDJTCt5kzY2kKnLNGRiA","Food","0.115370005","Mexican","0.0868857","Restaurants","0.028943174"
"yNPh5SO7wr8HPpVCDPbXQ","Food","0.09190955","Salad","0.050922412","Restaurants","0.030746209"
